,Status,Number_of_Properties,Consent,Minor Variance,Official Plan Rezoning,Site Plan Application,Secondary_Plan,Average_Income,Etobicoke York Community Council,North York Community Council,Scarborough Community Council,Toronto and East York Community Council
1034,1,0,0,1,0,0,0,111730,0,1,0,0
1035,0,0,1,1,0,0,0,30974,0,0,1,0
1036,0,1,0,0,1,0,0,32724,0,1,0,0
1037,1,0,1,0,0,0,0,52787,1,0,0,0
1038,1,0,1,0,0,0,0,45326,0,1,0,0
1039,1,0,1,0,0,0,0,45326,0,1,0,0
1040,1,0,0,0,0,1,0,35786,0,1,0,0
1041,1,1,1,0,0,0,0,57465,0,0,0,1
1042,1,1,0,0,0,1,0,112766,0,0,0,1
1043,0,1,0,0,1,0,1,57039,0,0,0,1
1044,0,0,0,0,1,0,1,57039,0,0,0,1
1045,1,0,0,1,0,0,0,100516,0,1,0,0
1046,1,1,0,0,0,1,0,50580,0,0,0,1
1047,1,0,0,1,0,0,0,72371,0,1,0,0
1048,1,0,0,0,1,0,0,39003,1,0,0,0
1049,1,0,0,0,0,1,0,34168,1,0,0,0
1050,1,0,0,1,0,0,1,38527,0,1,0,0
1051,0,0,0,1,0,0,0,112766,0,0,0,1
1052,1,0,0,1,0,0,0,51181,0,1,0,0
1053,0,0,1,1,0,0,0,45212,0,1,0,0
1054,0,0,1,1,0,0,0,45212,0,1,0,0
1055,1,0,0,1,0,0,1,85340,0,1,0,0
1056,1,0,0,1,0,0,0,169203,0,1,0,0
1057,1,0,0,1,0,0,0,72371,0,1,0,0
1058,1,0,0,1,0,0,0,169203,0,1,0,0
1059,1,0,0,0,0,1,1,71204,0,0,0,1
1060,1,0,0,0,0,1,0,53803,0,0,0,1
1061,1,0,0,0,0,1,0,32997,1,0,0,0
1062,0,0,0,1,0,0,0,123077,0,1,0,0
1063,1,1,0,0,0,1,1,33256,0,0,1,0
1064,1,0,0,0,0,1,0,53203,0,0,1,0
1065,0,0,0,1,0,0,0,50694,0,0,0,1
1066,1,0,0,1,0,0,0,123077,0,1,0,0
1067,1,1,1,0,0,0,0,44177,1,0,0,0
1068,1,1,0,0,0,1,1,34597,0,0,0,1
1069,1,0,0,0,0,1,0,58915,0,0,0,1
1070,1,1,0,0,1,0,1,57039,0,0,0,1
1071,0,1,0,1,0,0,0,56526,0,0,0,1
1072,1,1,0,0,0,1,0,37422,0,0,0,1
1073,1,0,1,0,0,0,1,39556,0,0,1,0
1074,0,0,0,0,1,1,0,34059,1,0,0,0
1075,1,0,1,0,0,0,0,54438,1,0,0,0
1076,1,0,0,0,0,1,0,37422,0,0,0,1
1077,1,0,1,0,0,0,0,35112,0,0,0,1
1078,1,0,0,1,0,0,0,51181,0,1,0,0
1079,1,1,0,0,0,1,1,70623,0,0,0,1
1080,1,0,0,0,0,1,0,31692,0,0,1,0
1081,1,0,0,1,0,0,1,48134,0,1,0,0
1082,0,0,0,1,0,0,0,49709,0,0,0,1
1083,1,0,1,0,0,0,1,58915,0,0,0,1
1084,0,0,0,1,0,0,0,65274,0,0,0,1
1085,1,1,1,0,0,0,1,207903,0,0,0,1
1086,1,0,0,1,0,0,0,41717,0,0,0,1
1087,1,0,0,1,0,0,0,31825,0,0,1,0
1089,1,0,1,0,0,1,1,70600,0,0,0,1
1090,1,0,1,0,0,0,1,70600,0,0,0,1
1091,1,0,0,1,0,0,0,43907,0,0,0,1
1092,1,0,1,0,0,0,0,72371,0,1,0,0
1093,0,0,0,1,0,0,0,204521,0,0,0,1
1094,0,0,0,1,0,0,0,55199,0,0,0,1
1095,1,0,0,1,0,0,0,57465,0,0,0,1
1096,0,0,0,1,0,0,1,71204,0,0,0,1
1097,1,0,0,1,0,1,0,30878,0,0,1,0
1098,1,0,0,1,0,0,0,64140,1,0,0,0
1099,1,0,1,0,0,0,0,30974,0,0,1,0
1100,1,0,1,1,0,0,0,33323,0,0,1,0
1101,0,0,0,1,0,0,0,50694,0,0,0,1
1102,1,0,1,0,0,0,0,112766,0,0,0,1
1103,1,0,0,0,1,1,0,64140,1,0,0,0
1104,1,0,1,0,0,0,0,39803,0,0,0,1
1105,0,0,0,1,0,0,1,114174,0,0,0,1
1106,1,0,1,0,1,0,0,207903,0,0,0,1
1107,0,0,0,1,0,0,0,47709,1,0,0,0
1108,0,0,1,1,0,0,0,44576,0,1,0,0
1109,1,0,1,1,1,0,0,45326,0,1,0,0
1110,0,0,0,0,1,0,0,47246,0,1,0,0
1111,0,0,0,1,0,0,0,28085,0,0,1,0
1112,1,0,1,0,0,0,0,39740,0,0,0,1
1113,0,0,0,1,0,0,0,47709,1,0,0,0
1115,1,0,0,1,0,0,0,30974,0,0,1,0
1116,1,0,0,1,0,0,0,308010,0,1,0,0
1117,0,1,0,0,1,0,1,144642,1,0,0,0
1118,1,0,0,1,0,0,0,47384,1,0,0,0
1119,1,1,1,0,0,0,0,308010,0,1,0,0
1120,1,0,1,1,0,0,0,47384,1,0,0,0
1121,1,1,1,1,0,0,1,89330,0,1,0,0
1122,1,0,0,1,0,0,0,39556,0,0,1,0
1123,0,0,0,1,0,0,0,41717,0,0,0,1
1124,0,0,0,1,0,0,0,47709,1,0,0,0
1125,1,0,1,0,0,0,0,31692,0,0,1,0
1126,0,0,0,1,0,0,0,70831,0,0,0,1
1127,1,1,1,0,0,0,0,57465,0,0,0,1
1128,0,0,1,1,0,0,0,36232,0,0,1,0
1129,1,0,0,1,0,0,0,204521,0,0,0,1
1130,1,0,1,0,0,0,0,41717,0,0,0,1
1132,0,0,0,1,0,0,0,58071,0,0,0,1
1133,1,0,0,1,0,0,0,34200,0,0,1,0
1134,0,0,0,1,0,0,1,71204,0,0,0,1
1135,0,0,0,0,1,0,0,33528,0,0,0,1
1136,0,0,0,0,1,0,0,112766,0,0,0,1
1137,1,0,0,1,0,0,0,35047,0,0,1,0
1138,1,0,1,0,0,0,0,54360,0,0,1,0
1139,0,0,0,1,0,0,1,71204,0,0,0,1
1140,1,0,1,0,0,0,0,45936,0,1,0,0
1141,1,0,1,1,0,0,0,31826,0,0,1,0
1142,1,0,1,1,0,0,0,31826,0,0,1,0
1143,0,0,0,1,0,0,1,67757,0,1,0,0
1144,1,0,0,1,0,0,0,43907,0,0,0,1
1145,1,0,1,1,0,0,0,39003,1,0,0,0
1146,0,0,0,1,0,0,0,35047,0,0,1,0
1147,1,0,0,1,0,0,0,51846,0,0,0,1
1148,0,0,1,1,0,0,0,52787,1,0,0,0
1149,0,0,0,1,0,0,0,45326,0,1,0,0
1150,0,0,0,1,0,0,0,31692,0,0,1,0
1151,0,0,0,1,0,0,0,37422,0,0,0,1
1152,1,0,0,1,0,0,0,27984,0,1,0,0
1153,0,0,0,1,0,0,0,46206,0,0,0,1
1154,0,0,1,1,0,0,0,123077,0,1,0,0
1155,0,0,0,1,0,0,0,29528,1,0,0,0
1156,0,0,0,1,0,0,0,71204,0,0,0,1
1157,0,1,0,0,1,0,1,85340,0,1,0,0
1158,1,0,1,0,0,0,0,34168,1,0,0,0
1159,1,0,0,1,0,0,0,47384,1,0,0,0
1160,0,1,0,0,1,1,0,125564,0,1,0,0
1161,0,0,1,1,0,0,0,39803,0,0,0,1
1162,1,0,1,1,0,0,0,47384,1,0,0,0
1163,1,0,0,1,0,0,0,53315,0,0,0,1
1164,1,0,1,0,0,0,0,33316,1,0,0,0
1165,0,0,0,0,1,0,0,32913,0,0,1,0
1166,0,0,0,1,0,0,0,204521,0,0,0,1
1167,1,0,1,0,0,0,0,30974,0,0,1,0
1168,1,0,0,1,0,0,0,112766,0,0,0,1
1169,1,1,1,0,0,0,0,46206,0,0,0,1
1170,0,0,0,1,0,0,0,50694,0,0,0,1
1171,1,0,1,1,0,0,0,92580,0,0,0,1
1172,1,0,1,1,0,0,0,31825,0,0,1,0
1173,1,1,1,0,0,0,0,47709,1,0,0,0
1174,1,0,0,1,0,0,0,29573,0,0,1,0
1175,1,0,0,1,0,0,1,85340,0,1,0,0
1176,0,0,0,1,0,0,0,54460,0,0,0,1
1177,0,0,0,1,0,0,0,53315,0,0,0,1
1178,0,0,1,1,0,0,0,36232,0,0,1,0
1179,1,0,0,1,0,0,0,32997,1,0,0,0
1180,0,0,0,1,0,0,0,70831,0,0,0,1
1181,0,0,0,1,0,0,0,39803,0,0,0,1
1182,0,1,0,0,1,0,1,45326,0,1,0,0
1183,0,0,0,1,0,0,0,32913,0,0,1,0
1184,1,0,1,0,0,0,0,204521,0,0,0,1
1185,1,0,0,1,0,0,0,51846,0,0,0,1
1186,1,0,0,1,0,0,0,34904,0,1,0,0
1187,1,0,1,1,1,0,0,40588,0,0,0,1
1188,0,0,0,1,0,0,0,41717,0,0,0,1
1189,1,0,0,1,0,0,0,92580,0,0,0,1
1190,1,0,0,1,0,0,0,35047,0,0,1,0
1191,1,0,0,1,0,0,0,99055,1,0,0,0
1192,1,0,1,0,0,0,0,31692,0,0,1,0
1193,1,0,1,1,0,0,0,72371,0,1,0,0
1194,0,0,0,1,0,0,0,169203,0,1,0,0
1195,1,1,0,1,0,0,0,54324,0,0,0,1
1196,1,0,1,1,0,0,0,36232,0,0,1,0
1197,0,0,0,1,0,0,1,114174,0,0,0,1
1198,1,0,0,1,0,0,0,207903,0,0,0,1
1199,1,0,1,1,0,0,0,57465,0,0,0,1
1200,1,0,1,0,0,0,1,58915,0,0,0,1
1201,1,1,1,0,0,0,0,40588,0,0,0,1
1202,1,0,1,0,0,0,0,36232,0,0,1,0
1203,1,0,1,0,0,0,1,85340,0,1,0,0
1204,1,0,0,1,0,0,0,43907,0,0,0,1
1205,1,1,1,0,0,0,0,33528,0,0,0,1
1206,1,1,1,0,0,0,0,51181,0,1,0,0
1207,0,1,0,0,1,0,0,44557,0,0,0,1
1208,1,0,0,0,0,1,0,32815,1,0,0,0
1209,0,0,1,1,0,0,0,72371,0,1,0,0
1210,1,1,1,0,0,0,0,92580,0,0,0,1
1211,0,0,1,1,0,0,0,44576,0,1,0,0
1212,0,0,1,0,0,0,1,31825,0,0,1,0
1213,1,0,1,0,0,1,0,51181,0,1,0,0
1214,1,1,1,0,0,0,0,44718,0,0,1,0
1215,1,0,1,0,0,0,0,204521,0,0,0,1
1216,1,0,1,0,0,0,0,204521,0,0,0,1
1217,0,1,1,0,0,0,0,46206,0,0,0,1
1218,1,0,1,1,0,0,1,57039,0,0,0,1
1219,1,0,1,0,0,0,0,26793,0,0,1,0
1220,1,0,1,0,0,0,0,165047,0,0,0,1
1221,0,0,0,0,1,0,0,36232,0,0,1,0
1221,0,0,0,0,1,0,0,36232,0,0,1,0
1222,0,0,0,1,0,0,0,34768,0,1,0,0
1223,1,0,1,0,0,0,0,92580,0,0,0,1
1224,1,0,1,0,0,1,0,207903,0,0,0,1
1225,0,0,0,1,0,0,0,54324,0,0,0,1
1226,1,0,1,0,0,0,0,308010,0,1,0,0
1227,1,0,0,0,1,0,0,65274,0,0,0,1
1228,1,0,1,0,0,0,0,31771,1,0,0,0
1229,1,1,0,0,0,1,0,35786,0,1,0,0
1230,1,0,0,1,0,0,0,58071,0,0,0,1
1231,1,0,1,1,0,0,0,64140,1,0,0,0
1232,0,0,1,1,0,0,1,114174,0,0,0,1
1233,1,0,1,1,0,0,1,40972,0,0,1,0
1234,1,0,1,0,0,0,0,58071,0,0,0,1
1235,1,0,0,1,0,0,1,67757,0,1,0,0
1236,0,0,0,1,0,0,0,49709,1,0,0,0
1237,0,1,0,0,1,0,0,47246,0,1,0,0
1238,0,0,1,1,0,0,0,44718,0,0,1,0
1239,0,0,0,1,0,0,0,31692,0,0,1,0
1240,0,0,0,1,0,0,0,169203,0,1,0,0
1241,1,0,1,0,0,0,0,36232,0,0,1,0
1242,0,0,0,1,0,0,0,31692,0,0,1,0
1243,1,0,0,1,0,0,0,123077,0,1,0,0
1244,1,0,0,1,0,0,0,51846,0,0,0,1
1245,0,0,0,1,0,0,0,50694,0,0,0,1
1246,1,0,0,1,0,0,0,35786,0,1,0,0
1247,0,1,0,0,1,0,0,85099,0,1,0,0
1248,0,0,0,0,1,0,0,32724,0,1,0,0
1249,1,0,0,1,0,0,0,45737,0,0,0,1
1250,1,0,1,0,0,0,0,123077,0,1,0,0
1251,0,0,0,1,0,0,0,92580,0,0,0,1
1252,1,1,1,0,0,0,0,308010,0,1,0,0
1253,0,0,0,0,1,0,0,29958,1,0,0,0
1254,1,1,1,0,0,0,0,39740,0,0,0,1
1255,1,0,1,1,0,0,0,47709,1,0,0,0
1256,0,0,0,1,0,0,1,207903,0,0,0,1
1257,0,0,1,1,0,0,0,123077,0,1,0,0
1258,1,0,0,1,0,0,0,169203,0,1,0,0
1259,1,0,1,0,0,0,0,26793,0,0,1,0
1260,1,0,1,0,0,0,0,92580,0,0,0,1
1261,0,0,0,1,0,0,0,47384,1,0,0,0
1262,0,0,0,1,0,0,0,47384,1,0,0,0
1263,0,1,0,0,1,0,1,58915,0,0,0,1
1264,1,1,1,0,0,0,1,52787,1,0,0,0
1265,0,0,1,1,0,0,0,72371,0,1,0,0
1266,1,0,1,1,0,0,0,43907,0,0,0,1
1267,1,0,1,0,0,0,0,31692,0,0,1,0
1268,0,0,0,0,1,0,0,67757,0,1,0,0
1269,1,1,1,0,0,0,0,54324,0,0,0,1
1270,1,0,1,1,0,0,0,54360,0,0,1,0
1271,1,1,1,0,0,0,0,28085,0,0,1,0
1272,0,1,0,0,1,0,0,207903,0,0,0,1
1272,0,1,0,0,1,0,0,207903,0,0,0,1
1273,0,1,0,0,1,0,1,45326,0,1,0,0
1274,1,0,1,0,0,0,0,34768,0,1,0,0
1275,1,0,1,0,0,0,0,100516,0,1,0,0
1276,1,0,1,0,0,0,0,100516,0,1,0,0
1277,1,0,1,0,0,0,0,100516,0,1,0,0
1278,1,0,1,0,0,0,0,32997,1,0,0,0
1279,0,0,0,0,1,0,0,35047,0,0,1,0
1280,1,0,1,1,0,0,0,54045,0,0,1,0
1281,0,1,0,0,1,0,0,56526,0,0,0,1
1282,1,1,1,0,1,0,0,63012,0,0,0,1
1283,0,0,0,1,0,0,0,165047,0,0,0,1
1284,0,1,0,0,1,0,0,70600,0,0,0,1
1285,0,0,0,1,0,0,0,123077,0,1,0,0
1286,0,0,1,1,0,0,0,44718,0,0,1,0
1287,0,0,0,1,0,0,0,48511,0,0,0,1
1288,0,0,0,1,0,0,0,64140,1,0,0,0
1289,1,0,1,1,0,0,0,47709,1,0,0,0
1290,1,0,0,1,0,0,0,35207,0,0,0,1
1291,1,0,1,0,0,0,0,71888,0,0,0,1
1292,1,0,0,1,0,0,0,43907,0,0,0,1
1294,1,0,0,1,0,0,0,52787,1,0,0,0
1295,0,0,0,1,0,0,0,165047,0,0,0,1
1296,1,0,0,1,0,0,0,63012,0,0,0,1
1297,1,0,1,1,0,0,0,101551,1,0,0,0
1298,0,0,0,1,0,0,0,30430,0,0,0,1
1299,1,0,0,1,0,0,0,33256,0,0,1,0
1300,1,0,1,1,0,0,0,36232,0,0,1,0
1301,0,1,0,0,1,1,1,85340,0,1,0,0
1302,1,1,1,0,0,0,0,58071,0,0,0,1
1303,0,0,0,1,0,0,0,52035,0,1,0,0
1304,1,0,1,0,1,0,1,57039,0,0,0,1
1305,0,0,0,1,0,0,0,71888,0,0,0,1
1306,1,0,1,0,0,0,0,36232,0,0,1,0
1307,1,0,0,1,0,0,0,32913,0,0,1,0
1308,0,0,0,1,0,0,1,207903,0,0,0,1
1309,0,0,0,1,0,0,0,39003,1,0,0,0
1310,1,1,1,0,0,0,0,26793,0,0,1,0
1311,1,0,0,1,0,0,0,31825,0,0,1,0
1312,1,0,1,1,0,0,0,26793,0,0,1,0
1313,0,0,0,1,0,0,0,36346,0,1,0,0
1314,0,0,0,1,0,0,0,71204,0,0,0,1
1315,1,0,1,1,0,0,1,71204,0,0,0,1
1316,1,0,1,0,0,0,0,34059,1,0,0,0
1317,0,0,0,1,0,0,0,123077,0,1,0,0
1318,0,0,0,1,0,0,0,92580,0,0,0,1
1319,1,0,1,0,0,0,0,43907,0,0,0,1
1320,0,0,0,1,0,0,0,57465,0,0,0,1
1321,1,0,0,1,0,0,0,32913,0,0,1,0
1322,1,0,0,1,0,0,0,47002,1,0,0,0
1323,1,0,0,1,0,0,0,51846,0,0,0,1
1324,0,0,0,1,0,0,0,53803,0,0,0,1
1325,0,0,0,1,0,0,0,39803,0,0,0,1
1326,0,0,0,1,0,0,0,54360,0,0,1,0
1327,0,0,0,1,0,0,0,169203,0,1,0,0
1328,0,0,0,1,0,0,1,89330,0,1,0,0
1329,0,0,0,1,0,0,0,204521,0,0,0,1
1330,1,0,1,0,0,0,0,28875,0,1,0,0
1331,0,0,0,1,0,0,0,165047,0,0,0,1
1332,1,0,1,0,0,0,0,53803,0,0,0,1
1333,1,1,1,1,0,0,0,57465,0,0,0,1
1334,1,0,1,0,0,0,0,123077,0,1,0,0
1335,1,0,1,1,0,0,0,33323,0,0,1,0
1336,1,0,1,0,0,0,0,56526,0,0,0,1
1337,0,0,1,0,0,0,1,70623,0,0,0,1
1338,0,0,0,1,0,0,1,40972,0,0,1,0
1339,0,0,0,1,0,0,0,71888,0,0,0,1
1340,1,0,1,0,0,0,0,47709,1,0,0,0
1341,0,0,0,1,0,0,0,123077,0,1,0,0
1342,1,0,0,1,0,0,0,92580,0,0,0,1
1343,0,0,0,1,0,0,0,165047,0,0,0,1
1344,1,0,0,1,0,0,0,43907,0,0,0,1
1345,1,0,1,1,0,0,0,38527,0,1,0,0
1346,1,0,1,1,0,0,0,38527,0,1,0,0
1347,0,0,0,1,0,0,1,71204,0,0,0,1
1348,0,0,0,1,0,0,0,204521,0,0,0,1
1349,1,0,0,1,0,0,0,58071,0,0,0,1
1350,0,0,1,1,0,0,0,72371,0,1,0,0
1351,0,0,0,1,0,0,0,123077,0,1,0,0
1352,0,0,1,1,0,0,0,57465,0,0,0,1
1353,1,0,1,1,0,0,0,45326,0,1,0,0
1354,1,0,1,1,0,0,0,123077,0,1,0,0
1355,1,0,1,0,0,0,1,114174,0,0,0,1
1356,0,1,0,1,0,0,0,38527,0,1,0,0
1357,1,1,1,1,0,0,0,45212,0,1,0,0
1358,1,0,1,1,0,0,0,39803,0,0,0,1
1359,0,0,0,1,0,0,1,89330,0,1,0,0
1360,1,0,1,1,0,0,0,47709,1,0,0,0
1361,1,1,1,0,0,0,0,29573,0,0,1,0
1362,0,0,0,1,0,0,1,207903,0,0,0,1
1363,0,0,0,1,0,0,0,111730,0,1,0,0
1364,1,0,1,1,0,0,0,54360,0,0,1,0
1365,1,0,0,1,0,0,0,204521,0,0,0,1
1366,1,1,1,0,0,0,0,71204,0,0,0,1
1367,0,0,0,1,0,0,0,125564,0,1,0,0
1368,1,0,0,1,0,0,0,30878,0,0,1,0
1369,1,0,0,1,0,0,1,48134,0,1,0,0
1370,1,0,1,0,1,0,0,52787,1,0,0,0
1371,0,0,0,1,0,0,0,46206,0,0,0,1
1372,0,1,0,0,1,0,0,35047,0,0,1,0
1373,1,0,1,1,0,0,0,45212,0,1,0,0
1374,0,0,0,1,0,0,0,37422,0,0,0,1
1375,1,0,0,1,0,0,1,30878,0,0,1,0
1376,1,0,1,0,0,0,1,70623,0,0,0,1
1377,1,0,0,1,0,0,0,35047,0,0,1,0
1378,1,0,0,1,0,0,0,55199,0,0,0,1
1379,1,0,1,0,0,0,0,47384,1,0,0,0
1380,1,0,0,0,0,1,0,34904,0,1,0,0
1381,1,0,0,1,0,0,0,54360,0,0,1,0
1382,1,0,0,1,0,0,0,51846,0,0,0,1
1383,1,0,0,1,0,0,0,92580,0,0,0,1
1384,1,0,0,1,0,0,0,39740,0,0,0,1
1385,1,0,0,1,0,0,0,169203,0,1,0,0
1386,1,0,0,1,0,0,0,165047,0,0,0,1
1387,1,0,0,1,0,0,0,46206,0,0,0,1
1388,1,1,1,1,0,0,0,51181,0,1,0,0
1389,1,0,0,1,0,0,1,85340,0,1,0,0
1390,1,0,0,1,0,0,1,67757,0,1,0,0
1391,1,0,1,0,0,0,0,112766,0,0,0,1
1392,1,0,1,1,0,0,0,47709,1,0,0,0
1393,1,0,0,1,0,0,0,51846,0,0,0,1
1394,1,0,1,1,0,0,0,36674,1,0,0,0
1395,1,0,0,1,0,0,0,47710,0,0,0,1
1396,1,0,0,1,0,0,0,35207,0,0,0,1
1397,1,0,0,1,0,0,0,46206,0,0,0,1
1398,1,0,0,1,0,0,0,39740,0,0,0,1
1399,1,1,1,0,0,0,0,112766,0,0,0,1
1400,1,0,0,1,0,0,0,92580,0,0,0,1
1401,1,0,0,1,0,0,0,26793,0,0,1,0
1402,0,0,0,0,1,1,0,125564,0,1,0,0
1403,0,0,0,1,0,0,0,53203,0,0,1,0
1404,0,0,1,1,0,0,0,54045,0,0,1,0
1405,1,0,0,1,0,0,0,32997,1,0,0,0
1406,1,0,0,1,0,0,0,71888,0,0,0,1
1407,1,0,0,1,0,0,0,123077,0,1,0,0
1408,1,0,0,1,0,0,0,169203,0,1,0,0
1409,1,0,0,1,0,0,0,44576,0,1,0,0
1410,1,0,0,1,0,0,0,35112,0,0,0,1
1411,1,1,1,0,1,0,0,112766,0,0,0,1
1412,1,0,1,0,0,0,0,45326,0,1,0,0
1413,1,0,0,0,0,1,0,35047,0,0,1,0
1414,1,0,0,0,1,0,0,204521,0,0,0,1
1415,1,0,0,1,0,0,0,44576,0,1,0,0
1416,1,0,0,1,0,0,0,169203,0,1,0,0
1417,1,0,1,1,0,0,0,47709,1,0,0,0
1418,1,0,0,1,0,0,0,55225,0,0,0,1
1419,1,0,0,1,0,0,0,111730,0,1,0,0
1420,1,0,0,1,0,0,0,45326,0,1,0,0
1421,0,0,0,1,0,0,1,71204,0,0,0,1
1422,1,0,0,1,0,0,0,85099,0,1,0,0
1423,0,0,0,1,0,0,1,57039,0,0,0,1
1424,0,0,0,1,0,0,0,55225,0,0,0,1
1425,1,0,1,0,0,0,0,36346,0,1,0,0
1426,0,0,0,1,0,0,0,54460,0,0,0,1
1427,0,0,1,0,0,0,0,47384,1,0,0,0
1428,1,0,0,1,0,0,0,35112,0,0,0,1
1429,1,0,1,1,0,0,0,30974,0,0,1,0
1430,1,1,0,1,0,0,0,31826,0,0,1,0
1431,1,0,0,1,0,0,0,64140,1,0,0,0
1432,1,0,0,1,0,0,1,67757,0,1,0,0
1433,1,0,0,1,0,0,0,58071,0,0,0,1
1434,0,0,0,1,0,0,0,34168,0,1,0,0
1435,1,0,0,1,0,0,1,85340,0,1,0,0
1436,1,0,0,1,0,0,0,58071,0,0,0,1
1437,1,0,0,1,0,0,0,73253,0,0,0,1
1438,1,0,0,1,0,0,0,54360,0,0,1,0
1439,1,0,0,1,0,0,0,51846,0,0,0,1
1440,1,1,1,0,0,0,0,52787,1,0,0,0
1441,1,1,0,0,0,1,0,100516,0,1,0,0
1442,1,0,0,1,0,0,0,308010,0,1,0,0
1443,1,0,0,1,0,0,0,112766,0,0,0,1
1444,1,0,0,1,0,0,0,70600,0,0,0,1
1445,1,0,0,1,0,0,0,45326,0,1,0,0
1446,1,0,1,0,0,0,0,35207,0,0,0,1
1447,1,0,0,1,0,0,1,70623,0,0,0,1
1448,1,0,0,1,0,0,0,50694,0,0,0,1
1449,1,0,0,1,0,0,0,112766,0,0,0,1
1450,1,0,0,1,0,0,0,34200,0,0,1,0
1451,1,0,0,1,0,0,0,111730,0,1,0,0
1452,0,1,1,1,1,0,0,30827,1,0,0,0
1453,1,0,0,0,0,1,0,29573,0,0,1,0
1454,1,0,1,1,0,0,0,54360,0,0,1,0
1455,1,0,0,1,0,0,0,125564,0,1,0,0
1456,1,0,0,1,0,0,0,57465,0,0,0,1
1457,1,0,0,1,0,0,0,308010,0,1,0,0
1458,1,0,0,1,0,0,0,53803,0,0,0,1
1459,1,0,0,1,0,0,0,54360,0,0,1,0
1460,1,0,0,1,0,0,0,39803,0,0,0,1
1461,1,1,1,1,0,0,0,54360,0,0,1,0
1462,1,0,0,1,0,0,0,169203,0,1,0,0
1463,0,0,0,1,0,0,0,169203,0,1,0,0
1464,0,0,0,1,0,0,0,169203,0,1,0,0
1465,0,0,0,1,0,0,0,111730,0,1,0,0
1466,1,0,0,1,0,0,0,54360,0,0,1,0
1467,0,0,1,1,0,0,0,72371,0,1,0,0
1468,0,0,0,1,0,0,0,32997,1,0,0,0
1469,0,0,1,1,0,0,0,36232,0,0,1,0
1470,1,0,0,1,0,0,0,101551,1,0,0,0
1471,1,0,0,1,0,0,0,44576,0,1,0,0
1472,1,0,0,1,0,0,0,34200,0,0,1,0
1473,0,1,0,1,0,0,0,52787,1,0,0,0
1474,0,0,1,1,0,0,0,31800,1,0,0,0
1475,1,1,1,0,0,0,0,35112,0,0,0,1
1476,1,0,0,1,0,0,0,50694,0,0,0,1
1477,1,0,1,1,0,0,0,49709,0,0,0,1
1478,1,0,0,1,0,0,0,31826,0,0,1,0
1479,1,0,0,1,0,0,0,123077,0,1,0,0
1480,1,0,1,1,0,0,0,54360,0,0,1,0
1481,0,0,0,1,0,0,0,54045,0,0,1,0
1482,1,0,0,1,0,0,0,26793,0,0,1,0
1483,1,0,0,1,0,0,0,71204,0,0,0,1
1484,1,1,0,1,0,0,0,54460,0,0,0,1
1484,1,1,0,1,0,0,0,54460,0,0,0,1
1485,1,0,0,1,0,0,0,65274,0,0,0,1
1486,1,0,1,0,0,0,0,92580,0,0,0,1
1487,1,0,0,1,0,0,0,92580,0,0,0,1
1488,1,0,0,1,0,0,0,64140,1,0,0,0
1489,1,0,0,1,0,0,0,41717,0,0,0,1
1490,1,0,0,1,0,0,0,51846,0,0,0,1
1491,0,0,1,1,0,0,0,100516,0,1,0,0
1492,0,0,1,1,0,0,0,31825,0,0,1,0
1493,0,0,0,1,0,0,0,71888,0,0,0,1
1494,1,0,1,1,0,0,0,47384,1,0,0,0
1495,1,0,0,1,0,0,0,207903,0,0,0,1
1496,1,0,0,1,0,0,1,85340,0,1,0,0
1497,1,0,1,1,0,0,0,26793,0,0,1,0
1498,1,0,1,1,0,0,0,54360,0,0,1,0
1499,1,0,0,1,0,0,0,50694,0,0,0,1
1500,0,0,0,1,0,0,0,85099,0,1,0,0
1501,1,0,0,1,0,0,0,71888,0,0,0,1
1502,1,1,1,1,0,0,0,26793,0,0,1,0
1503,1,0,0,1,0,0,0,40588,0,0,0,1
1504,1,0,0,1,0,0,0,44718,0,0,1,0
1505,1,0,1,0,0,0,0,29528,1,0,0,0
1506,1,1,1,0,0,0,0,55225,0,0,0,1
1507,1,0,0,1,0,0,0,30878,0,0,1,0
1508,1,0,0,1,0,0,0,44557,0,0,0,1
1509,1,0,0,1,0,0,0,65274,0,0,0,1
1510,1,0,0,1,0,0,0,53803,0,0,0,1
1511,1,0,0,1,0,0,0,57465,0,0,0,1
1512,1,1,1,0,0,0,1,114174,0,0,0,1
1513,1,0,0,1,0,0,0,71204,0,0,0,1
1514,0,1,0,0,1,0,1,70600,0,0,0,1
1516,0,1,0,0,1,0,0,70831,0,0,0,1
1517,1,0,1,1,0,0,0,26793,0,0,1,0
1518,1,0,0,1,0,0,1,85340,0,1,0,0
1519,1,0,0,1,0,0,0,169203,0,1,0,0
1520,1,0,0,1,0,0,0,53803,0,0,0,1
1521,0,1,0,1,0,0,0,54360,0,0,1,0
1521,0,1,0,1,0,0,0,54360,0,0,1,0
1522,0,0,1,1,0,0,0,111730,0,1,0,0
1523,1,0,0,1,0,0,0,112766,0,0,0,1
1524,1,0,1,1,0,0,0,308010,0,1,0,0
1525,0,0,0,1,0,0,0,308010,0,1,0,0
1526,1,0,0,1,0,0,0,43907,0,0,0,1
1527,1,0,0,1,0,0,0,53803,0,0,0,1
1528,1,0,0,1,0,0,0,53315,0,0,0,1
1529,1,0,0,1,0,0,0,169203,0,1,0,0
1530,1,0,1,1,0,0,0,54438,1,0,0,0
